	tissue_id	age	gender
GSM485317	BTO:0001133		M
GSM485308	BTO:0001133		M
GSM485309	BTO:0001133		F
GSM485310	BTO:0001133		F
GSM485311	BTO:0001133		M
GSM485312	BTO:0001133		M
GSM485306	BTO:0001133		M
GSM485314	BTO:0001133		M
GSM485305	BTO:0001133		M
GSM485316	BTO:0001133		M
GSM485255	BTO:0001133		F
GSM485318	BTO:0001133		M
GSM474617	BTO:0001133	12	M
GSM485320	BTO:0001133		M
GSM485321	BTO:0001133		F
GSM485322	BTO:0001133		F
GSM485313	BTO:0001133		F
GSM485297	BTO:0001133		M
GSM485289	BTO:0001133		F
GSM485290	BTO:0001133		M
GSM485291	BTO:0001133		M
GSM485292	BTO:0001133		F
GSM485293	BTO:0001133		M
GSM485294	BTO:0001133		F
GSM485307	BTO:0001133		F
GSM485296	BTO:0001133		F
GSM485288	BTO:0001133		F
GSM485298	BTO:0001133		M
GSM485299	BTO:0001133		M
GSM485300	BTO:0001133		F
GSM485301	BTO:0001133		F
GSM485302	BTO:0001133		F
GSM485303	BTO:0001133		F
GSM485304	BTO:0001133		M
GSM485295	BTO:0001133		M
GSM474605	BTO:0001133	12	F
GSM474620	BTO:0001133		M
GSM474618	BTO:0001133		F
GSM474616	BTO:0001133	12	F
GSM474615	BTO:0001133	12	F
GSM474614	BTO:0001133	12	M
GSM485254	BTO:0001133		F
GSM474612	BTO:0001133	12	M
GSM474619	BTO:0001133		M
GSM474610	BTO:0001133	12	F
GSM474609	BTO:0001133	12	F
GSM474608	BTO:0001133	12	M
GSM474621	BTO:0001133		F
GSM474606	BTO:0001133	12	F
GSM474613	BTO:0001133	12	F
GSM474604	BTO:0001133	12	M
GSM474603	BTO:0001133	12	M
GSM474602	BTO:0001133	12	F
GSM474601	BTO:0001133	12	F
GSM474600	BTO:0001133	12	M
GSM474599	BTO:0001133	12	F
GSM474598	BTO:0001133	12	F
GSM474597	BTO:0001133	12	F
GSM474596	BTO:0001133	12	M
GSM474595	BTO:0001133	12	F
GSM474594	BTO:0001133	12	F
GSM474593	BTO:0001133	12	M
GSM474607	BTO:0001133	12	M
GSM474642	BTO:0001133		M
GSM485253	BTO:0001133		M
GSM485252	BTO:0001133		M
GSM485251	BTO:0001133		F
GSM485250	BTO:0001133		F
GSM474611	BTO:0001133	12	F
GSM474643	BTO:0001133		F
GSM474622	BTO:0001133		M
GSM474641	BTO:0001133		F
GSM474640	BTO:0001133		M
GSM474639	BTO:0001133		F
GSM474638	BTO:0001133		M
GSM474637	BTO:0001133		M
GSM474636	BTO:0001133		M
GSM474628	BTO:0001133		F
GSM474635	BTO:0001133		M
GSM474623	BTO:0001133		M
GSM474624	BTO:0001133		F
GSM474625	BTO:0001133		M
GSM474644	BTO:0001133		F
GSM474627	BTO:0001133		M
GSM474629	BTO:0001133		M
GSM474630	BTO:0001133		M
GSM474631	BTO:0001133		M
GSM474632	BTO:0001133		F
GSM474633	BTO:0001133		F
GSM474634	BTO:0001133		M
GSM474626	BTO:0001133		M
GSM518080	BTO:0001113		M
GSM480294	BTO:0001113		M
GSM480302	BTO:0001113		M
GSM480295	BTO:0001113		M
GSM480288	BTO:0001113		M
GSM518077	BTO:0001113		M
GSM518085	BTO:0001113		M
GSM518084	BTO:0001113		M
GSM518083	BTO:0001113		M
GSM518060	BTO:0001113		M
GSM518082	BTO:0001113		M
GSM518081	BTO:0001113		M
GSM518073	BTO:0001113		M
GSM518078	BTO:0001113		M
GSM518068	BTO:0001113		M
GSM518076	BTO:0001113		M
GSM518075	BTO:0001113		M
GSM518074	BTO:0001113		M
GSM518071	BTO:0001113		M
GSM518069	BTO:0001113		M
GSM518079	BTO:0001113		M
GSM518070	BTO:0001113		M
GSM518072	BTO:0001113		M
GSM480283	BTO:0001113		M
GSM518059	BTO:0001113		M
GSM480291	BTO:0001113		M
GSM480292	BTO:0001113		M
GSM480286	BTO:0001113		M
GSM518066	BTO:0001113		M
GSM480284	BTO:0001113		M
GSM518064	BTO:0001113		M
GSM480290	BTO:0001113		M
GSM518061	BTO:0001113		M
GSM518065	BTO:0001113		M
GSM480301	BTO:0001113		M
GSM480300	BTO:0001113		M
GSM480299	BTO:0001113		M
GSM480298	BTO:0001113		M
GSM480297	BTO:0001113		M
GSM518062	BTO:0001113		M
GSM480293	BTO:0001113		M
GSM480289	BTO:0001113		M
GSM518063	BTO:0001113		M
GSM518067	BTO:0001113		M
GSM480285	BTO:0001113		M
GSM480296	BTO:0001113		M
GSM480287	BTO:0001113		M
GSM609797	BTO:0003104		
GSM609793	BTO:0003104		
GSM609794	BTO:0003104		
GSM609795	BTO:0003104		
GSM609796	BTO:0003104		
GSM488981	BTO:0003104		
GSM488980	BTO:0003104		
GSM1030896			
GSM1030903			
GSM1030911			
GSM1030902			
GSM1030901			
GSM1030900			
GSM1030899			
GSM1030898			
GSM1030904			
GSM1030897			
GSM1030905			
GSM1030906			
GSM1030907			
GSM1030908			
GSM1030909			
GSM1030910			
GSM124974	BTO:0001033		
GSM152018	BTO:0001033		
GSM124975	BTO:0001033		
GSM152020	BTO:0001033		
GSM124972	BTO:0001033		
GSM124973	BTO:0001033		
GSM49067	BTO:0001129		M
GSM49066	BTO:0001129		M
GSM49065	BTO:0001129		M
GSM49064	BTO:0001129		M
GSM49063	BTO:0001129		M
GSM49062	BTO:0001129		M
GSM52401	BTO:0001129		
GSM28791	BTO:0001129		M
GSM76640	BTO:0001129	840	M
GSM28818	BTO:0001129		M
GSM28765	BTO:0001129		M
GSM2865	BTO:0001129		
GSM2864	BTO:0001129		
GSM28738	BTO:0001129		M
GSM18958	BTO:0001129		M
GSM18957	BTO:0001129		M
GSM18799	BTO:0001129		M
GSM18798	BTO:0001129		M
GSM2866	BTO:0001129		
GSM28713	BTO:0001129		M
GSM45856	BTO:0001129		M
GSM45858	BTO:0001129		M
GSM119319	BTO:0001129	684	M
GSM735080	BTO:0001129		M
GSM735054	BTO:0001129		M
GSM735070	BTO:0001129		M
GSM735058	BTO:0001129		M
GSM735057	BTO:0001129		M
GSM735056	BTO:0001129		M
GSM735055	BTO:0001129		M
GSM735061	BTO:0001129		M
GSM735075	BTO:0001129		M
GSM735083	BTO:0001129		M
GSM735062	BTO:0001129		M
GSM735081	BTO:0001129		M
GSM735063	BTO:0001129		M
GSM735079	BTO:0001129		M
GSM735078	BTO:0001129		M
GSM735068	BTO:0001129		M
GSM735076	BTO:0001129		M
GSM735069	BTO:0001129		M
GSM735074	BTO:0001129		M
GSM735073	BTO:0001129		M
GSM735072	BTO:0001129		M
GSM735071	BTO:0001129		M
GSM735077	BTO:0001129		M
GSM735082	BTO:0001129		M
GSM119317	BTO:0001129	996	M
GSM45865	BTO:0001129		M
GSM45864	BTO:0001129		M
GSM45863	BTO:0001129		M
GSM45862	BTO:0001129		M
GSM45861	BTO:0001129		M
GSM45860	BTO:0001129		M
GSM45859	BTO:0001129		M
GSM45857	BTO:0001129		M
GSM119320	BTO:0001129	672	M
GSM735060	BTO:0001129		M
GSM119316	BTO:0001129	756	M
GSM134255	BTO:0001129	828	M
GSM119318	BTO:0001129	816	M
GSM134258	BTO:0001129	828	M
GSM119321	BTO:0001129	804	M
GSM134256	BTO:0001129	828	M
GSM134254	BTO:0001129	828	M
GSM735059	BTO:0001129		M
GSM735067	BTO:0001129		M
GSM735066	BTO:0001129		M
GSM735065	BTO:0001129		M
GSM735064	BTO:0001129		M
GSM119315	BTO:0001129	960	M
GSM134257	BTO:0001129	828	M
GSM74875	BTO:0001129		M
GSM74876	BTO:0001129		M
GSM74877	BTO:0001129		M
GSM74878	BTO:0001129		M
GSM74879	BTO:0001129		M
GSM74880	BTO:0001129		M
GSM88409	BTO:0001129		M
GSM119311	BTO:0001129	816	M
GSM119309	BTO:0001129	900	M
GSM88410	BTO:0001129		M
GSM119310	BTO:0001129	744	M
GSM152859	BTO:0001129		M
GSM152858	BTO:0001129		M
GSM152856	BTO:0001129		M
GSM152857	BTO:0001129		M
GSM152860	BTO:0001129		M
GSM152890	BTO:0001129		M
GSM152862	BTO:0001129		M
GSM152901	BTO:0001129		M
GSM152864	BTO:0001129		M
GSM152865	BTO:0001129		M
GSM152902	BTO:0001129		M
GSM152863	BTO:0001129		M
GSM152916	BTO:0001129		M
GSM152915	BTO:0001129		M
GSM152914	BTO:0001129		M
GSM152913	BTO:0001129		M
GSM152912	BTO:0001129		M
GSM152907	BTO:0001129		M
GSM152910	BTO:0001129		M
GSM152904	BTO:0001129		M
GSM152909	BTO:0001129		M
GSM152873	BTO:0001129		M
GSM152908	BTO:0001129		M
GSM152866	BTO:0001129		M
GSM152906	BTO:0001129		M
GSM152889	BTO:0001129		M
GSM152911	BTO:0001129		M
GSM152898	BTO:0001129		M
GSM152905	BTO:0001129		M
GSM74889	BTO:0001129		M
GSM152892	BTO:0001129		M
GSM152893	BTO:0001129		M
GSM152894	BTO:0001129		M
GSM152895	BTO:0001129		M
GSM152883	BTO:0001129		M
GSM152882	BTO:0001129		M
GSM152881	BTO:0001129		M
GSM152880	BTO:0001129		M
GSM152879	BTO:0001129		M
GSM152871	BTO:0001129		M
GSM152897	BTO:0001129		M
GSM152867	BTO:0001129		M
GSM152899	BTO:0001129		M
GSM152900	BTO:0001129		M
GSM152861	BTO:0001129		M
GSM152875	BTO:0001129		M
GSM152874	BTO:0001129		M
GSM152876	BTO:0001129		M
GSM152872	BTO:0001129		M
GSM152917	BTO:0001129		M
GSM152870	BTO:0001129		M
GSM152869	BTO:0001129		M
GSM152868	BTO:0001129		M
GSM152896	BTO:0001129		M
GSM152922	BTO:0001129		M
GSM152887	BTO:0001129		M
GSM152888	BTO:0001129		M
GSM152926	BTO:0001129		M
GSM152925	BTO:0001129		M
GSM152918	BTO:0001129		M
GSM152877	BTO:0001129		M
GSM152923	BTO:0001129		M
GSM152885	BTO:0001129		M
GSM152921	BTO:0001129		M
GSM74888	BTO:0001129		M
GSM74890	BTO:0001129		M
GSM74891	BTO:0001129		M
GSM74892	BTO:0001129		M
GSM74893	BTO:0001129		M
GSM152924	BTO:0001129		M
GSM152878	BTO:0001129		M
GSM152903	BTO:0001129		M
GSM152886	BTO:0001129		M
GSM152891	BTO:0001129		M
GSM152884	BTO:0001129		M
GSM152930	BTO:0001129		M
GSM152920	BTO:0001129		M
GSM152929	BTO:0001129		M
GSM152928	BTO:0001129		M
GSM152927	BTO:0001129		M
GSM152919	BTO:0001129		M
GSM160422	BTO:0001129		M
GSM91318	BTO:0001129		M
GSM80824	BTO:0001129		M
GSM160421	BTO:0001129		M
GSM91305	BTO:0001129		M
GSM160427	BTO:0001129		M
GSM91306	BTO:0001129		M
GSM152833	BTO:0001129	192	M
GSM528042	BTO:0001129		M
GSM91319	BTO:0001129		M
GSM49058	BTO:0001129		M
GSM152832	BTO:0001129	252	M
GSM528032	BTO:0001129		M
GSM528047	BTO:0001129		M
GSM528046	BTO:0001129		M
GSM528045	BTO:0001129		M
GSM528044	BTO:0001129		M
GSM528043	BTO:0001129		M
GSM160423	BTO:0001129		M
GSM528036	BTO:0001129		M
GSM160419	BTO:0001129		M
GSM91314	BTO:0001129		M
GSM160429	BTO:0001129		M
GSM91317	BTO:0001129		M
GSM528038	BTO:0001129		M
GSM528039	BTO:0001129		M
GSM528040	BTO:0001129		M
GSM528041	BTO:0001129		M
GSM91312	BTO:0001129		M
GSM80805	BTO:0001129		M
GSM160418	BTO:0001129		M
GSM91315	BTO:0001129		M
GSM91316	BTO:0001129		M
GSM152808	BTO:0001129	264	M
GSM528037	BTO:0001129		M
GSM52560	BTO:0001129		
GSM152834	BTO:0001129	612	M
GSM152811	BTO:0001129	564	M
GSM152812	BTO:0001129	600	M
GSM152813	BTO:0001129	552	M
GSM152814	BTO:0001129	252	M
GSM152815	BTO:0001129	192	M
GSM152816	BTO:0001129	612	M
GSM152817	BTO:0001129	288	M
GSM49059	BTO:0001129		M
GSM152804	BTO:0001129	228	M
GSM152810	BTO:0001129	156	M
GSM449300	BTO:0001129		M
GSM528024	BTO:0001129		M
GSM49056	BTO:0001129		M
GSM160402	BTO:0001129		M
GSM80806	BTO:0001129		M
GSM449297	BTO:0001129		M
GSM160404	BTO:0001129		M
GSM160407	BTO:0001129		M
GSM91308	BTO:0001129		M
GSM49057	BTO:0001129		M
GSM91309	BTO:0001129		M
GSM528049	BTO:0001129		M
GSM528026	BTO:0001129		M
GSM49061	BTO:0001129		M
GSM49060	BTO:0001129		M
GSM152807	BTO:0001129	228	M
GSM152805	BTO:0001129	492	M
GSM152819	BTO:0001129	288	M
GSM91307	BTO:0001129		M
GSM528021	BTO:0001129		M
GSM88407	BTO:0001129		M
GSM160431	BTO:0001129		M
GSM160430	BTO:0001129		M
GSM152806	BTO:0001129	600	M
GSM88408	BTO:0001129		M
GSM528048	BTO:0001129		M
GSM91304	BTO:0001129		M
GSM160428	BTO:0001129		M
GSM528023	BTO:0001129		M
GSM449238	BTO:0001129		M
GSM528034	BTO:0001129		M
GSM528025	BTO:0001129		M
GSM528033	BTO:0001129		M
GSM528027	BTO:0001129		M
GSM528028	BTO:0001129		M
GSM528029	BTO:0001129		M
GSM528030	BTO:0001129		M
GSM528031	BTO:0001129		M
GSM152809	BTO:0001129	240	M
GSM528022	BTO:0001129		M
GSM152831	BTO:0001129	552	M
GSM449298	BTO:0001129		M
GSM152835	BTO:0001129	288	M
GSM152821	BTO:0001129	756	M
GSM152822	BTO:0001129	228	M
GSM152823	BTO:0001129	492	M
GSM152824	BTO:0001129	600	M
GSM152825	BTO:0001129	228	M
GSM152826	BTO:0001129	264	M
GSM152827	BTO:0001129	240	M
GSM152828	BTO:0001129	156	M
GSM152848	BTO:0001129	552	M
GSM152830	BTO:0001129	600	M
GSM152855	BTO:0001129	588	M
GSM152849	BTO:0001129	252	M
GSM152836	BTO:0001129	444	M
GSM152837	BTO:0001129	288	M
GSM152838	BTO:0001129	588	M
GSM152839	BTO:0001129	228	M
GSM152840	BTO:0001129	492	M
GSM152841	BTO:0001129	600	M
GSM152842	BTO:0001129	228	M
GSM152843	BTO:0001129	264	M
GSM152844	BTO:0001129	240	M
GSM152845	BTO:0001129	156	M
GSM152829	BTO:0001129	564	M
GSM449295	BTO:0001129		M
GSM152846	BTO:0001129	564	M
GSM49055	BTO:0001129		M
GSM49054	BTO:0001129		M
GSM91310	BTO:0001129		M
GSM449299	BTO:0001129		M
GSM160424	BTO:0001129		M
GSM449240	BTO:0001129		M
GSM449239	BTO:0001129		M
GSM449241	BTO:0001129		M
GSM449242	BTO:0001129		M
GSM449253	BTO:0001129		M
GSM152847	BTO:0001129	600	M
GSM449254	BTO:0001129		M
GSM528035	BTO:0001129		M
GSM449296	BTO:0001129		M
GSM160425	BTO:0001129		M
GSM160426	BTO:0001129		M
GSM152820	BTO:0001129	588	M
GSM91311	BTO:0001129		M
GSM152818	BTO:0001129	444	M
GSM152850	BTO:0001129	192	M
GSM152851	BTO:0001129	612	M
GSM152852	BTO:0001129	288	M
GSM152853	BTO:0001129	444	M
GSM152854	BTO:0001129	288	M
GSM160384	BTO:0001129		M
GSM160408	BTO:0001129		M
GSM133661	BTO:0001129	744	M
GSM133651	BTO:0001129	744	M
GSM160397	BTO:0001129		M
GSM160410	BTO:0001129		M
GSM160417	BTO:0001129		M
GSM134250	BTO:0001129	744	M
GSM160414	BTO:0001129		M
GSM160416	BTO:0001129		M
GSM160403	BTO:0001129		M
GSM160400	BTO:0001129		M
GSM160399	BTO:0001129		M
GSM160413	BTO:0001129		M
GSM160387	BTO:0001129		M
GSM160380	BTO:0001129		M
GSM160396	BTO:0001129		M
GSM160393	BTO:0001129		M
GSM160412	BTO:0001129		M
GSM134251	BTO:0001129	744	M
GSM160390	BTO:0001129		M
GSM160388	BTO:0001129		M
GSM160381	BTO:0001129		M
GSM160391	BTO:0001129		M
GSM160379	BTO:0001129		M
GSM160382	BTO:0001129		M
GSM134253	BTO:0001129	744	M
GSM160385	BTO:0001129		M
GSM134252	BTO:0001129	744	M
GSM160378	BTO:0001129		M
GSM160394	BTO:0001129		M
GSM160375	BTO:0001129		M
GSM160376	BTO:0001129		M
GSM160377	BTO:0001129		M
GSM268766	BTO:0001129		M
GSM268747	BTO:0001129		M
GSM268770	BTO:0001129		M
GSM268745	BTO:0001129		M
GSM268764	BTO:0001129		M
GSM268765	BTO:0001129		M
GSM268721	BTO:0001129		M
GSM268767	BTO:0001129		M
GSM268762	BTO:0001129		M
GSM268769	BTO:0001129		M
GSM268761	BTO:0001129		M
GSM268771	BTO:0001129		M
GSM268773	BTO:0001129		M
GSM268774	BTO:0001129		M
GSM268728	BTO:0001129		M
GSM268775	BTO:0001129		M
GSM268772	BTO:0001129		M
GSM268719	BTO:0001129		M
GSM268734	BTO:0001129		M
GSM268733	BTO:0001129		M
GSM268752	BTO:0001129		M
GSM268732	BTO:0001129		M
GSM268841	BTO:0001129		M
GSM268723	BTO:0001129		M
GSM268463	BTO:0001129		M
GSM268778	BTO:0001129		M
GSM268718	BTO:0001129		M
GSM268727	BTO:0001129		M
GSM268720	BTO:0001129		M
GSM268731	BTO:0001129		M
GSM268722	BTO:0001129		M
GSM268730	BTO:0001129		M
GSM268724	BTO:0001129		M
GSM268725	BTO:0001129		M
GSM268726	BTO:0001129		M
GSM268717	BTO:0001129		M
GSM268921	BTO:0001129		M
GSM268759	BTO:0001129		M
GSM268929	BTO:0001129		M
GSM268928	BTO:0001129		M
GSM268927	BTO:0001129		M
GSM268926	BTO:0001129		M
GSM268925	BTO:0001129		M
GSM268924	BTO:0001129		M
GSM268931	BTO:0001129		M
GSM268922	BTO:0001129		M
GSM268932	BTO:0001129		M
GSM268920	BTO:0001129		M
GSM268903	BTO:0001129		M
GSM268911	BTO:0001129		M
GSM268839	BTO:0001129		M
GSM268905	BTO:0001129		M
GSM268906	BTO:0001129		M
GSM268907	BTO:0001129		M
GSM268923	BTO:0001129		M
GSM268755	BTO:0001129		M
GSM268754	BTO:0001129		M
GSM268777	BTO:0001129		M
GSM268748	BTO:0001129		M
GSM268749	BTO:0001129		M
GSM268750	BTO:0001129		M
GSM268751	BTO:0001129		M
GSM268763	BTO:0001129		M
GSM268930	BTO:0001129		M
GSM268746	BTO:0001129		M
GSM268768	BTO:0001129		M
GSM268756	BTO:0001129		M
GSM268757	BTO:0001129		M
GSM268758	BTO:0001129		M
GSM268735	BTO:0001129		M
GSM268760	BTO:0001129		M
GSM268824	BTO:0001129		M
GSM268917	BTO:0001129		M
GSM268753	BTO:0001129		M
GSM268787	BTO:0001129		M
GSM268779	BTO:0001129		M
GSM268780	BTO:0001129		M
GSM268781	BTO:0001129		M
GSM268782	BTO:0001129		M
GSM268783	BTO:0001129		M
GSM268794	BTO:0001129		M
GSM268838	BTO:0001129		M
GSM268793	BTO:0001129		M
GSM268795	BTO:0001129		M
GSM268788	BTO:0001129		M
GSM268789	BTO:0001129		M
GSM268790	BTO:0001129		M
GSM268791	BTO:0001129		M
GSM268809	BTO:0001129		M
GSM268784	BTO:0001129		M
GSM268819	BTO:0001129		M
GSM268785	BTO:0001129		M
GSM268802	BTO:0001129		M
GSM268490	BTO:0001129		M
GSM268908	BTO:0001129		M
GSM153053	BTO:0001129		M
GSM268792	BTO:0001129		M
GSM268715	BTO:0001129		M
GSM268806	BTO:0001129		M
GSM268805	BTO:0001129		M
GSM268786	BTO:0001129		M
GSM268803	BTO:0001129		M
GSM268808	BTO:0001129		M
GSM268801	BTO:0001129		M
GSM268800	BTO:0001129		M
GSM268799	BTO:0001129		M
GSM268798	BTO:0001129		M
GSM268797	BTO:0001129		M
GSM268796	BTO:0001129		M
GSM268837	BTO:0001129		M
GSM268804	BTO:0001129		M
GSM268744	BTO:0001129		M
GSM268816	BTO:0001129		M
GSM268818	BTO:0001129		M
GSM268820	BTO:0001129		M
GSM268821	BTO:0001129		M
GSM268822	BTO:0001129		M
GSM268776	BTO:0001129		M
GSM268823	BTO:0001129		M
GSM268729	BTO:0001129		M
GSM268813	BTO:0001129		M
GSM268743	BTO:0001129		M
GSM268742	BTO:0001129		M
GSM268741	BTO:0001129		M
GSM268740	BTO:0001129		M
GSM268739	BTO:0001129		M
GSM268738	BTO:0001129		M
GSM268737	BTO:0001129		M
GSM268815	BTO:0001129		M
GSM268827	BTO:0001129		M
GSM268836	BTO:0001129		M
GSM268835	BTO:0001129		M
GSM268834	BTO:0001129		M
GSM268833	BTO:0001129		M
GSM268832	BTO:0001129		M
GSM268831	BTO:0001129		M
GSM268830	BTO:0001129		M
GSM268825	BTO:0001129		M
GSM268828	BTO:0001129		M
GSM268814	BTO:0001129		M
GSM268826	BTO:0001129		M
GSM268807	BTO:0001129		M
GSM268817	BTO:0001129		M
GSM268810	BTO:0001129		M
GSM268811	BTO:0001129		M
GSM268812	BTO:0001129		M
GSM268736	BTO:0001129		M
GSM268829	BTO:0001129		M
GSM23843	BTO:0001129		M
GSM23776	BTO:0001129		M
GSM23777	BTO:0001129		M
GSM23778	BTO:0001129		M
GSM23765	BTO:0001129		M
GSM23808	BTO:0001129		M
GSM23839	BTO:0001129		M
GSM23840	BTO:0001129		M
GSM23804	BTO:0001129		M
GSM23842	BTO:0001129		M
GSM23773	BTO:0001129		M
GSM23844	BTO:0001129		M
GSM23845	BTO:0001129		M
GSM23846	BTO:0001129		M
GSM23847	BTO:0001129		M
GSM23848	BTO:0001129		M
GSM23837	BTO:0001129		M
GSM23836	BTO:0001129		M
GSM38053	BTO:0001129	600	M
GSM23841	BTO:0001129		M
GSM23781	BTO:0001129		M
GSM268297	BTO:0001129		M
GSM23806	BTO:0001129		M
GSM23807	BTO:0001129		M
GSM23793	BTO:0001129		M
GSM23767	BTO:0001129		M
GSM38079	BTO:0001129	600	M
GSM23761	BTO:0001129		M
GSM23762	BTO:0001129		M
GSM23775	BTO:0001129		M
GSM23764	BTO:0001129		M
GSM23774	BTO:0001129		M
GSM23766	BTO:0001129		M
GSM23810	BTO:0001129		M
GSM23768	BTO:0001129		M
GSM23769	BTO:0001129		M
GSM23770	BTO:0001129		M
GSM23771	BTO:0001129		M
GSM23772	BTO:0001129		M
GSM45848	BTO:0001129		M
GSM23763	BTO:0001129		M
GSM23833	BTO:0001129		M
GSM45730	BTO:0001129		M
GSM23809	BTO:0001129		M
GSM23825	BTO:0001129		M
GSM23826	BTO:0001129		M
GSM23827	BTO:0001129		M
GSM23828	BTO:0001129		M
GSM23829	BTO:0001129		M
GSM23830	BTO:0001129		M
GSM23838	BTO:0001129		M
GSM23832	BTO:0001129		M
GSM23821	BTO:0001129		M
GSM23834	BTO:0001129		M
GSM23835	BTO:0001129		M
GSM23822	BTO:0001129		M
GSM146683	BTO:0001129		
GSM146685	BTO:0001129		
GSM152575	BTO:0001129	720	M
GSM152611	BTO:0001129	720	M
GSM152617	BTO:0001129	600	M
GSM23831	BTO:0001129		M
GSM23812	BTO:0001129		M
GSM23803	BTO:0001129		M
GSM45849	BTO:0001129		M
GSM45850	BTO:0001129		M
GSM45851	BTO:0001129		M
GSM45852	BTO:0001129		M
GSM45853	BTO:0001129		M
GSM45854	BTO:0001129		M
GSM45855	BTO:0001129		M
GSM23823	BTO:0001129		M
GSM23811	BTO:0001129		M
GSM45847	BTO:0001129		M
GSM23813	BTO:0001129		M
GSM23814	BTO:0001129		M
GSM23815	BTO:0001129		M
GSM23816	BTO:0001129		M
GSM23817	BTO:0001129		M
GSM23818	BTO:0001129		M
GSM23819	BTO:0001129		M
GSM23820	BTO:0001129		M
GSM23824	BTO:0001129		M
GSM119304	BTO:0001129	828	M
GSM76544	BTO:0001129	840	M
GSM76553	BTO:0001129	600	M
GSM76648	BTO:0001129	720	M
GSM74886	BTO:0001129		M
GSM46837	BTO:0001129	720	M
GSM46866	BTO:0001129	840	M
GSM53152	BTO:0001129	600	M
GSM23805	BTO:0001129		M
GSM88347	BTO:0001129		M
GSM74887	BTO:0001129		M
GSM119303	BTO:0001129	792	M
GSM119305	BTO:0001129	816	M
GSM119306	BTO:0001129	816	M
GSM119307	BTO:0001129	624	M
GSM119308	BTO:0001129	696	M
GSM119314	BTO:0001129	1068	M
GSM119302	BTO:0001129	840	M
GSM88400	BTO:0001129		M
GSM53114	BTO:0001129	600	M
GSM268322	BTO:0001129		M
GSM269178	BTO:0001129		M
GSM268313	BTO:0001129		M
GSM268314	BTO:0001129		M
GSM268315	BTO:0001129		M
GSM268316	BTO:0001129		M
GSM268317	BTO:0001129		M
GSM268318	BTO:0001129		M
GSM268319	BTO:0001129		M
GSM76516	BTO:0001129	840	M
GSM268321	BTO:0001129		M
GSM53061	BTO:0001129	720	M
GSM268309	BTO:0001129		M
GSM53162	BTO:0001129	720	M
GSM74881	BTO:0001129		M
GSM74882	BTO:0001129		M
GSM74883	BTO:0001129		M
GSM74884	BTO:0001129		M
GSM74885	BTO:0001129		M
GSM88360	BTO:0001129		M
GSM268320	BTO:0001129		M
GSM23794	BTO:0001129		M
GSM88351	BTO:0001129		M
GSM23785	BTO:0001129		M
GSM23786	BTO:0001129		M
GSM23787	BTO:0001129		M
GSM23788	BTO:0001129		M
GSM23789	BTO:0001129		M
GSM23790	BTO:0001129		M
GSM23791	BTO:0001129		M
GSM23783	BTO:0001129		M
GSM23780	BTO:0001129		M
GSM23782	BTO:0001129		M
GSM23779	BTO:0001129		M
GSM23796	BTO:0001129		M
GSM23797	BTO:0001129		M
GSM23798	BTO:0001129		M
GSM23799	BTO:0001129		M
GSM23800	BTO:0001129		M
GSM23801	BTO:0001129		M
GSM23802	BTO:0001129		M
GSM23792	BTO:0001129		M
GSM88399	BTO:0001129		M
GSM152772	BTO:0001129	720	M
GSM88389	BTO:0001129		M
GSM88390	BTO:0001129		M
GSM88391	BTO:0001129		M
GSM88392	BTO:0001129		M
GSM88393	BTO:0001129		M
GSM88394	BTO:0001129		M
GSM88395	BTO:0001129		M
GSM23784	BTO:0001129		M
GSM88397	BTO:0001129		M
GSM88353	BTO:0001129		M
GSM88401	BTO:0001129		M
GSM88402	BTO:0001129		M
GSM88403	BTO:0001129		M
GSM88404	BTO:0001129		M
GSM88405	BTO:0001129		M
GSM88406	BTO:0001129		M
GSM88398	BTO:0001129		M
GSM23795	BTO:0001129		M
GSM88396	BTO:0001129		M
GSM269197	BTO:0001129		M
GSM269118	BTO:0001129		M
GSM269119	BTO:0001129		M
GSM269120	BTO:0001129		M
GSM269121	BTO:0001129		M
GSM269106	BTO:0001129		M
GSM269192	BTO:0001129		M
GSM269200	BTO:0001129		M
GSM152622	BTO:0001129	480	M
GSM269198	BTO:0001129		M
GSM269115	BTO:0001129		M
GSM269196	BTO:0001129		M
GSM269195	BTO:0001129		M
GSM269186	BTO:0001129		M
GSM269193	BTO:0001129		M
GSM269203	BTO:0001129		M
GSM269191	BTO:0001129		M
GSM269190	BTO:0001129		M
GSM269189	BTO:0001129		M
GSM269199	BTO:0001129		M
GSM269100	BTO:0001129		M
GSM269102	BTO:0001129		M
GSM269101	BTO:0001129		M
GSM269107	BTO:0001129		M
GSM269099	BTO:0001129		M
GSM269108	BTO:0001129		M
GSM269097	BTO:0001129		M
GSM269096	BTO:0001129		M
GSM269095	BTO:0001129		M
GSM269117	BTO:0001129		M
GSM269093	BTO:0001129		M
GSM269116	BTO:0001129		M
GSM269156	BTO:0001129		M
GSM269109	BTO:0001129		M
GSM269110	BTO:0001129		M
GSM269111	BTO:0001129		M
GSM269112	BTO:0001129		M
GSM269113	BTO:0001129		M
GSM269114	BTO:0001129		M
GSM269194	BTO:0001129		M
GSM269094	BTO:0001129		M
GSM269090	BTO:0001129		M
GSM269188	BTO:0001129		M
GSM269165	BTO:0001129		M
GSM269164	BTO:0001129		M
GSM269170	BTO:0001129		M
GSM269162	BTO:0001129		M
GSM269171	BTO:0001129		M
GSM269160	BTO:0001129		M
